Organization ID,Organization Name,Short Name,Organization Type,Status,Website,Parent Organization,Categories
298653,LACROSSE-Men's,LACROSSE-Men's,Default,Active,,Club Sports,
298583,LACROSSE-Women's,LACROSSE-Women's,Default,Active,,Club Sports,
298452,Lambda Chi Alpha,LXA,Default,Active,,Fraternity & Sorority Life,
298470,"Land, Air, Water",LAW,Tier 4 Student Organization,Active,http://pielc.org,ASUO Student Organizations,
298624,Latinx Law Student Association,LLSA,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298893,Latinx Male Alliance and Allies,LMAA,Tier 2 Student Organization,Active,https://linktr.ee/latinxmalealliance,ASUO Student Organizations,
331422,Law & Entrepreneurship Student Association,LESA,Tier 1 Student Organization,Active,,ASUO Student Organizations,Academic | Career Development | Education | Graduate  | Law | Professional
298453,Law of Intellectual Property,LIP,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298873,Law Registrar,Registrar,Closed Branch Organizations,Active,,Student Life,
325476,Leading Women of Tomorrow,LWT,Tier 1 Student Organization,Active,https://www.leadingwomenoftomorrow.com,ASUO Student Organizations,Career Development | Political | Professional | Social Justice
298508,"Lesbian, Gay, Bisexual, Trans, Queer Alliance",LGBTQA3,Tier 4 Student Organization,Active,,ASUO Student Organizations,
298564,LGBTESSP,LGTESSP,Department/Non-Student Org,Active,,Student Life,
298678,Lions Club at University of Oregon,Lions @UO,Hidden,Inactive,,CSI Registered Student Organizations,
298852,LiveMove - University of Oregon Transportation and Livability Student Group,LiveMove,Department Facilitated,Active,https://livemove.org/,CSI Registered Student Organizations,
298700,Living-Learning Center,LLC,Closed Branch Organizations,Inactive,,Student Life,
298753,Lundquist Center for Entrepreneurship | MBA,LCE MBA,Closed Branch Organizations,Inactive,,Student Life,
298816,Lundquist College Career Services,Career Services,Closed Branch Organizations,Inactive,,Student Life,
298488,Lundquist College Undergraduate Programs,Undergraduate Programs,Closed Branch Organizations,Inactive,,Student Life,
343433,Magic the Gathering Club,MtG Club,Independent Student Organization,Active,https://discord.gg/kyDRXruYQb,CSI Registered Student Organizations,Recreational
298757,Maker Club,UOMC,Department Facilitated,Inactive,https://www.cs.uoregon.edu/groups/maker/,CSI Registered Student Organizations,
298862,Manga Club at UO,MAUO,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298497,Mecha ,,Tier 4 Student Organization,Active,,ASUO Student Organizations,
298612,Medicine & Ministry,M&M,Tier 1 Student Organization,Active,,ASUO Student Organizations,
361402,Men’s Health Advocates ,MHA,Independent Student Organization,Active,,CSI Registered Student Organizations,Public Health | Service
367565,Mending Mindsets,,Independent Student Organization,Active,,CSI Registered Student Organizations,Cultural | Education | Public Health | Volunteer
298779,Mentor Program,Mentor Program,Closed Branch Organizations,Inactive,,Student Life,
298743,Middle Eastern and North African Student Alliance,MENASA,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298555,Mills International Center,MIC,Department/Non-Student Org,Active,,Student Life,
298419,Mind the Gap,MtG,Tier 3 Student Organization,Active,http://uomtg.com,ASUO Student Organizations,
334564,Minorities and Philosophy University of Oregon Chapter,MAP,Tier 1 Student Organization,Active,https://www.facebook.com/MAP-at-University-of-Oregon-108628097309696,ASUO Student Organizations,
298593,Minority Association for Pre-medical Students,MAPS,Tier 2 Student Organization,Active,,ASUO Student Organizations,
326810,Mirzakhani Society ,,Independent Student Organization,Frozen,,CSI Registered Student Organizations,Academic | Departmental | Education
298701,Mixed Student Union,MSU,Tier 2 Student Organization,Active,,ASUO Student Organizations,
315525,Moot Court,,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298473,Mortar Board Senior Honor Society,Mortar Board,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298792,Moss Street Children's Center,Moss Street,Department/Non-Student Org,Active,,Student Life,
298896,MOUNTAIN BIKING,MOUNTAIN BIKING,Default,Active,,Club Sports,
346789,MTNA Collegiate chapter at the University of Oregon,,Department Facilitated,Active,,CSI Registered Student Organizations,Academic | Career Development | Cultural | Education | Performing | Professional
361934,Mu Phi Epsilon- Nu Chapter,MPE,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298416,Multicultural Center,MCC,Hidden,Inactive,,Student Life,
298684,Multicultural Center (MCC),MCC,Department/Non-Student Org,Active,,Student Life,
298588,Multicultural Law Student Association,MLSA,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298724,Multi-Ethnic Student Alliance,MESA,Hidden,Inactive,,ASUO Student Organizations,
298676,Museum of Natural and Cultural History,MNCH Student Club,Tier 3 Student Organization,Active,https://mnch.uoregon.edu/learn/mnch-student-club,ASUO Student Organizations,
298475,Music and Concerts Team,MAC,Student Activities Board,Active,https://emu.uoregon.edu/csi,CSI Registered Student Organizations,
298853,Music Industry Collective,The MIC,Tier 1 Student Organization,Active,http://www.theuomic.com,ASUO Student Organizations,
334565,Music Producer Collective,MPC,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298406,Muslim Student Association,MSA,Tier 4 Student Organization,Active,http://instagram.com/uo_msa,ASUO Student Organizations,
332076,Mustard Seed Project ,MSP ,Independent Student Organization,Active,https://www.mustardproject.org/,CSI Registered Student Organizations,Human Rights | Poverty Alleviation | Service | Volunteer
298559,National Association for Music Education,NAfME,Tier 2 Student Organization,Active,https://nafme.org/,ASUO Student Organizations,
369336,National Association of Black Journalists,NABJ,Department Facilitated,Active,www.wethecookout.com,CSI Registered Student Organizations,Career Development | Cultural | Departmental | Education | Multicultural | Social Justice
298789,National Lawyers Guild - UO Chapter,NLG,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298742,National Residence Hall Honorary,NRHH,Default,Active,,Student Life,
298517,National Society of Collegiate Scholars,NSCS,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298425,National Society of Leadership and Success (Sigma Alpha Pi),NSLS,Tier 1 Student Organization,Active,https://www.nsls.org/,ASUO Student Organizations,
298566,National Student Speech Language Hearing Association- University of Oregon Chapter,NSSLHA,Tier 2 Student Organization,Active,https://www.nsslha.org/,ASUO Student Organizations,
298518,Native American Law Students Association,NALSA,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298549,Native American Student Union,NASU,Tier 4 Student Organization,Active,,ASUO Student Organizations,
298433,Net Impact Undergraduate Chapter,NIUG,Tier 4 Student Organization,Active,,ASUO Student Organizations,
368105,Neurodiversity Alliance at UO,NAU,Independent Student Organization,Active,Discord Link: https://discord.gg/YUrhewes42,CSI Registered Student Organizations,Academic | Career Development
298809,No Lost Generation UO,NLG,Hidden,Inactive,https://nlgoregon.weebly.com/,ASUO Student Organizations,
298532,Nontraditional Student Union,NSU,Tier 3 Student Organization,Active,https://teams.microsoft.com/l/team/19%3aVNEqJRT_Ww5-bzt-rzQfCkIeHlp9vVfZ0mn-QVkw0Tc1%40thread.tacv2/conversations?groupId=0cb6762b-afe7-4936-8299-0984b09cc8fc&tenantId=8f0b198f-f447-4cfe-ba03-526b46c661f8,ASUO Student Organizations,
298708,NORDIC SKI CLUB,NORDIC SKI,Hidden,Inactive,,Club Sports,
298769,O Heroes,O Heroes,Closed Branch Organizations,Inactive,,Student Life,
298738,Office of Major Student Events,Major Student Events,Hidden,Active,,Student Life,
298855,Office of the Dean of Students,DOS,Department/Non-Student Org,Active,,Student Life,
298668,On The Rocks,OTR,Independent Student Organization,Active,,CSI Registered Student Organizations,
298785,Operation Period,No,Independent Student Organization,Active,,CSI Registered Student Organizations,
349794,Operation Smile University of Oregon,OP Smile,Tier 1 Student Organization,Active,https://secure.operationsmile.org/,ASUO Student Organizations,International | Public Health | Service | Volunteer
298786,Operations and Business Analytics Club formerly BOTA,BOTA,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298456,Order of Omega,OOM,Hidden,Inactive,,Fraternity & Sorority Life,
354795,Oregon Athletic Bands,,Department/Non-Student Org,Active,,Student Life,
298562,Oregon Ballroom Dance Club,OBDC,Tier 3 Student Organization,Active,,ASUO Student Organizations,
332936,Oregon Blockchain Group,Oregon Blockchain,Independent Student Organization,Active,https://www.oregonblockchain.org/,CSI Registered Student Organizations,Academic | Career Development | Professional
298620,Oregon Consulting Group,OCG,Closed Branch Organizations,Inactive,,Student Life,
347714,Oregon Criminal Defense Law Student Association,OCDLSA,Tier 1 Student Organization,Active,,ASUO Student Organizations,Career Development | Law | Professional | Social Justice
298751,Oregon Law - Academic Affairs,Academic Affairs,Closed Branch Organizations,Inactive,,Student Life,
298784,Oregon Law - Conflict and Dispute Resolution Master's Program,CRES,Default,Active,http://conflict.uoregon.edu,Student Life,
298755,Oregon Law - Information Technology,LawIT,Closed Branch Organizations,Inactive,,Student Life,
298780,Oregon Law - LL.M.,LL.M. Program,Closed Branch Organizations,Active,,Student Life,
298775,Oregon Law - Student Affairs,Student Affairs,Closed Branch Organizations,Active,,Student Life,
298799,Oregon Law - Undergraduate Legal Studies,Undergraduate Legal Studies,Closed Branch Organizations,Active,,Student Life,
298803,Oregon Law - Wayne Morse Center for Law and Politics,Wayne Morse Center,Closed Branch Organizations,Active,,Student Life,
298669,Oregon Law Review,OLR,Tier 2 Student Organization,Active,https://law.uoregon.edu/life-law/student-organizations-journals/oregon-law-review,ASUO Student Organizations,
298758,Oregon Law Student Animal Legal Defense Fund,Oregon Law SALDF,Closed Branch Organizations,Active,,Student Life,
298867,Oregon Law Student's Public Interest Fund,OLSPIF,Closed Branch Organizations,Active,,Student Life,
369758,Oregon Law Technology Club,OLTC,Department Facilitated,Active,,CSI Registered Student Organizations,Academic | Alumni Associations | Career Development | Education | Law | Professional
298646,Oregon Life,Oregon Life,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298455,Oregon Marine Student Association,OMSA,Tier 3 Student Organization,Active,https://oimb.uoregon.edu/,ASUO Student Organizations,
298714,Oregon MBA Student Association,OMBASA,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298847,Oregon Mindfulness,OM,Independent Student Organization,Active,,CSI Registered Student Organizations,
298519,Oregon Review of International Law,ORIL,Tier 2 Student Organization,Active,,ASUO Student Organizations,
323916,Oregon Student Association,OSA,UO Affiliated Organization,Active,http://www.orstudents.org/,Student Life,
298545,Oregon Voice Magazine,OV,Tier 3 Student Organization,Active,http://issuu.com/ovmag,ASUO Student Organizations,
323917,OSPIRG Student,OSPIRG,UO Affiliated Organization,Active,https://ospirgstudents.org/chapters/uo/,Student Life,
298732,Our Revolution,UOS4OR,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
331290,Out in STEM,OSTEM,Independent Student Organization,Active,https://discord.gg/S2XTAj7vnG,CSI Registered Student Organizations,Academic | LGBTQAI+
298590,OUTLaws- LGBTQA Student Group,OUTLaws,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298854,Pacific Islanders Club,PIC,Hidden,Frozen,,ASUO Student Organizations,
298585,PandaTroupe,Panda,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298445,Panhellenic Council,PHC,Default,Active,,Fraternity & Sorority Life,
298869,Persian Student Association,PSA,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298552,Phi Alpha Delta Williams Chapter,PAD,Hidden,Inactive,,ASUO Student Organizations,
352526,Phi Delta Theta,,Default,Active,,Fraternity & Sorority Life,
298509,Phi Gamma Delta,Fiji,Default,Active,,Fraternity & Sorority Life,
298409,Phi Kappa Psi,Phi Psi,Default,Active,,Fraternity & Sorority Life,
298423,Philosophy Club,Philosophy Club,Hidden,Inactive,,ASUO Student Organizations,
298551,Physicists for Advancing Gender Equity in Science,PAGES,Department Facilitated,Active,,CSI Registered Student Organizations,
298582,Pi Beta Phi,Pi Phi,Default,Active,,Fraternity & Sorority Life,
298679,Pi Kappa Alpha,PIKE,Default,Active,,Fraternity & Sorority Life,
298615,Pi Kappa Phi,Pi Kapp,Default,Active,,Fraternity & Sorority Life,
342520,Pickleball Club at University of Oregon,Pickleball Club,Independent Student Organization,Active,https://groupme.com/join_group/71172231/Wmkfz2Px,CSI Registered Student Organizations,Co-Ed Sports | Men's Sports | Recreational | Women's Sports
298417,Pocket Playhouse,Pocket,Tier 3 Student Organization,Active,,ASUO Student Organizations,
331434,Post Baccalaureate Pre Medicine,Post Bacc Pre-Med (PBPM),Independent Student Organization,Active,,CSI Registered Student Organizations,Academic | Career Development | Departmental | Professional | Public Health
355547,POWERLIFTING,,Default,Active,,Club Sports,
298736,PPPM Peer Exchange,PE,Hidden,Inactive,,CSI Registered Student Organizations,
324810,Pre-Athletic Training and Sports Medicine Club,Pre-AT and/or Sports Med,Independent Student Organization,Active,,CSI Registered Student Organizations,Academic | Career Development | Education | Professional
298407,PrePharmacy Club,PrePharm,Hidden,Inactive,,ASUO Student Organizations,
298842,Pre-Student Osteopathic Medicine Association,Pre-SOMA,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298697,Pre-Veterinary Medical Association,PVMA,Independent Student Organization,Active,,CSI Registered Student Organizations,
298763,Project Pengyou,ACCA,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298420,Psi Chi,Psi Chi,Tier 2 Student Organization,Active,https://blogs.uoregon.edu/psichi/,ASUO Student Organizations,
298458,Public Relations Student Society of America,PRSSA,Tier 3 Student Organization,Active,https://blogs.uoregon.edu/prssa/,ASUO Student Organizations,
325481,Quantastic Physics,,Tier 1 Student Organization,Active,,ASUO Student Organizations,Academic | Career Development
298438,Queer Ally Coalition,QAC,Department/Non-Student Org,Active,,Student Life,
298440,"Queer Media Association, The University of Oregon Chapter of the National Gay Lesbian Journalist Association",QMA,Department Facilitated,Inactive,,CSI Registered Student Organizations,
298665,"Queer, Trans & Intersex Students of Color",QTISOC,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298637,Radical Organizing and Activism Resource (ROAR) Center ,ROAR,Tier 4 Student Organization,Active,,ASUO Student Organizations,
298652,RANGER CHALLENGE,RANGER CHALLENGE,Hidden,Inactive,,Club Sports,
298851,Reacting to the Past Club,RTTP Club,Independent Student Organization,Active,,CSI Registered Student Organizations,
298890,Real Life at UO,RLUO,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298609,Rehearsals for Life,RfL,Department Facilitated,Active,https://dos.uoregon.edu/rfl,CSI Registered Student Organizations,
298592,Relief International,RLF.INTL,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298741,Residence Hall Association,RHA,Default,Active,https://blogs.uoregon.edu/residencehallassociation/,Student Life,Student Government
298454,Residence Life - Student Leader Resources,RL - SLR,Closed Branch Organizations,Inactive,,Student Life,Academic Residential Community | Residence Halls
298699,Riley Hall,RH,Closed Branch Organizations,Inactive,,Student Life,
298773,Robotics Club,RBC,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298499,Romance Languages Graduate Student Association,RLGSA,Tier 1 Student Organization,Active,https://rlgsa.home.blog/,ASUO Student Organizations,
298617,ROWING,ROWING,Default,Active,,Club Sports,
298643,RUGBY-Men's,RUGBY-Men's,Default,Active,,Club Sports,
298610,RUGBY-Women's,RUGBY-Women's,Default,Active,https://uodirtyducksrugby.weebly.com/,Club Sports,
298482,RUNNING,RUNNING,Default,Active,http://uorunning.com/wp,Club Sports,
298507,Rural Health Club,RHC,Independent Student Organization,Active,,CSI Registered Student Organizations,
298598,SAILING,SAILING,Default,Active,,Club Sports,
298702,Saudi Student Association,SSA,Tier 4 Student Organization,Active,,ASUO Student Organizations,
298813,School of Accounting,Accounting,Closed Branch Organizations,Inactive,,Student Life,
349135,Science of the Good Life - Positive Psychology Club,PPC,Independent Student Organization,Active,,CSI Registered Student Organizations,Academic | Education
333416,Scientific Research Society,SRS,Independent Student Organization,Active,https://join.slack.com/t/biologicalsci-hxp8638/shared_invite/zt-ly3yhho0-K2~1tjPx3xCBbwT567vpgw,CSI Registered Student Organizations,Academic | Career Development | Education
298835,Sexual Wellness Advocacy Team,S.W.A.T.,Department/Non-Student Org,Active,,Student Life,
298670,SHAC (Student Health Advisory Committee),SHAC,Department Facilitated,Active,,CSI Registered Student Organizations,
350858,She's the First,STF,Independent Student Organization,Inactive,https://shesthefirst.org/,CSI Registered Student Organizations,Academic | Human Rights | Service | Volunteer
298845,Side-by-Side,SxS,Department Facilitated,Inactive,,CSI Registered Student Organizations,
298570,Sigma Alpha Epsilon,SAE,Hidden,Inactive,,Fraternity & Sorority Life,
298797,Sigma Alpha Mu,SAM,Default,Active,,Fraternity & Sorority Life,
298608,Sigma Chi,EX,Default,Active,,Fraternity & Sorority Life,
298631,Sigma Kappa,SK,Default,Active,http://uoregon.sigmakappa.org/,Fraternity & Sorority Life,
298448,Sigma Lambda Beta,SLB,Default,Active,,Fraternity & Sorority Life,
298468,Sigma Mu Omega,Sigma,Default,Active,,Fraternity & Sorority Life,
298418,Sigma Nu,Sigma Nu,Default,Active,,Fraternity & Sorority Life,
298556,Sigma Phi Epsilon,Sigep,Hidden,Inactive,,Fraternity & Sorority Life,
298516,Sigma Pi,Sigma Pi,Hidden,Inactive,,Fraternity & Sorority Life,
298629,Sigma Tau Delta,ATP,Tier 2 Student Organization,Active,http://uosigmataudelta.weebly.com/,ASUO Student Organizations,
298827,SKY@UO,SKY@UO,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298558,SNOW,SNOWBOARDING,Default,Active,,Club Sports,
298576,SOCCER-Men's,MEN'S SOCCER,Default,Active,,Club Sports,
298484,SOCCER-Women's,Women's Soccer,Default,Active,,Club Sports,
329971,Society for Ecological Restoration Student Association at University of Oregon,SER,Independent Student Organization,Active,http://blogs.uoregon.edu/uoser,CSI Registered Student Organizations,Environment | Professional
298655,Society for International Security,SIS,Closed Branch Organizations,Active,,Student Life,
298857,Society for Music Scholarship,THEME,Hidden,Inactive,,CSI Registered Student Organizations,
298872,Society for the Advancement of Chicanos/Hispanics and Native Americans in Science at UO,SACNAS at UO,Tier 2 Student Organization,Active,http://uosacnas.uoregon.edu,ASUO Student Organizations,
367175,Society of Ecological Restoration- UO Chapter,SERUO,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298812,Society of Physics Graduate Students,SPGS,Department Facilitated,Active,,CSI Registered Student Organizations,
331625,Sociology Club,,Independent Student Organization,Active,,CSI Registered Student Organizations,Academic | Career Development | Departmental | Event Programming
298492,SOFTBALL,SOFTBALL CLUB,Default,Active,,Club Sports,
298622,South Asian Cultural Alliance (formerly SIS) ,SIS,Tier 4 Student Organization,Active,https://pages.uoregon.edu/sis/,ASUO Student Organizations,
298725,Southeast Asian Student Alliance,SEASA,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298635,Spikeball Roundnet Club at the University of Oregon,Spikeball at UO,Independent Student Organization,Active,,CSI Registered Student Organizations,
298550,Sports and Entertainment Law Forum,SELF,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298449,SQUASH CLUB,SQUASH,Hidden,Inactive,,Club Sports,
334384,Star Wars Club at UO,SW at UO,Independent Student Organization,Active,https://discord.gg/f2N4rWvkjm,CSI Registered Student Organizations,Media
298727,StitchMasters,StitchMasters,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298515,Student Activities Board,SAB,Student Activities Board,Active,https://emu.uoregon.edu/csi,CSI Registered Student Organizations,
333076,Student Advocacy Program,SAP,Student Government ,Active,https://asuo.uoregon.edu/advocacy,ASUO Student Organizations,
303917,Student Alumni Leadership,SAL,Department/Non-Student Org,Active,http://uoalumni.com/saa,Student Life,
298467,Student Bar Association of University of Oregon,SBA,Tier 4 Student Organization,Active,http://oregonlawsba.com,ASUO Student Organizations,
298765,Student Community Organization ,SCO,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298837,Student Conflict Resolution Center (SCRC),SCRC,Department/Non-Student Org,Active,,Student Life,
298825,Student Employment Enhancement,SEE,Department/Non-Student Org,Active,,Student Life,
298553,Student Government Engagement and Success,SGES,Student Government ,Active,,ASUO Student Organizations,
298848,Student Homelessness Initiative,SHI,Hidden,Inactive,,CSI Registered Student Organizations,
298580,Student Insurgent,SI,Tier 4 Student Organization,Active,https://studentinsurgent.org,ASUO Student Organizations,
224750,Student Life,,Branch,Active,,,
298747,Student Life Emerging Leaders,Emerging Leaders,Hidden,Active,,Student Life,
298627,Student Org Advisor Center,SOAC,Hidden,Frozen,,ASUO Student Organizations,
298660,Student Organization Leadership Support ,SOLS,Student Government ,Active,,ASUO Student Organizations,
298833,Student Orientation Staff Resources,SOSR,Closed Branch Organizations,Active,,Student Life,
338354,Student Parent Child Subsidy,,Default,Active,,Student Life,
298811,Student Suicide Prevention Team,SSPT,Closed Branch Organizations,Active,,Student Life,
298503,Student Sustainability Center,Student Sustainability Center,Department/Non-Student Org,Active,,Student Life,
298752,Student-Athlete Advisory Committee,SAAC,Closed Branch Organizations,Inactive,,Student Life,
301976,Students Against Child Abuse,SACA,Department Facilitated,Active,https://blogs.uoregon.edu/ninetybythirty/,CSI Registered Student Organizations,Departmental | Education | Event Programming | Human Rights | Media | Professional | Public Health | Service | Social Justice | Volunteer | Youth and Families
357934,Students Demand Action- UO,,Independent Student Organization,Active,,CSI Registered Student Organizations,Event Programming | Political | Public Health | Social Justice | Volunteer | Youth and Families
298814,Students Engaged in Dialogue and Discourse,SEDD,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298688,Students for Choice,S4C,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298639,Students for Criminal Justice,UO CJN,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298623,Students for Global Health,SGH,Tier 2 Student Organization,Active,https://www.uoglobalhealth.com/,ASUO Student Organizations,
302204,Students for Indigenous Rights and Environmental Justice in Bolivia,SIREJ,Department Facilitated,Active,https://www.sirejbolivia.org,CSI Registered Student Organizations,Cultural | Education | Environment | Human Rights | International | Social Justice
346030,Students for Labor Union Growth,SLUG,Department Facilitated,Active,,CSI Registered Student Organizations,Career Development | Human Rights | Law | Political | Poverty Alleviation | Service | Social Justice | Volunteer
302726,Students for Revitalizing Indigenous Languages,SRIL,Independent Student Organization,Inactive,,CSI Registered Student Organizations,Academic
298846,Students for Sensible Drug Policy,SSDP,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
363041,Students of Eugene Bird Society,Bird Society (SoEBS),Independent Student Organization,Active,,CSI Registered Student Organizations,Education | Environment
298834,Students United for Palestinian Equal Rights,SUPER,Tier 2 Student Organization,Active,,ASUO Student Organizations,
305922,Substance Abuse Prevention Peer Educators,SAP Peer,Department/Non-Student Org,Active,https://dos.uoregon.edu/aod,Student Life,
298754,Supporting the Advancement of Diversity in Design,STAnDD,Department Facilitated,Inactive,,CSI Registered Student Organizations,
298716,Sustainability in Fashion,SF,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298414,SWIM,SWIM CLUB,Default,Active,,Club Sports,
315494,Synapse National University of Oregon Chapter,Synapse,Independent Student Organization,Active,http://uosynapse.com,CSI Registered Student Organizations,Career Development | Public Health | Service | Volunteer
298494,TABLE TENNIS,TABLE TENNIS,Default,Active,,Club Sports,
298737,TAEKWONDO CLUB,TAEKWONDO,Hidden,Inactive,,Club Sports,
298421,Taiwanese Student Association,TWSA,Tier 3 Student Organization,Active,,ASUO Student Organizations,
363013,Taking Up Space,TUS,Department Facilitated,Active,,CSI Registered Student Organizations,Career Development | Multicultural
298720,TAMID Group at Oregon,TAMID,Tier 1 Student Organization,Active,,ASUO Student Organizations,
346580,Taylor Swift Society,TSS,Tier 1 Student Organization,Active,,ASUO Student Organizations,Cultural | Media
298575,TENNIS,TENNIS CLUB,Default,Active,https://uoclubtennis.weebly.com,Club Sports,
298767,Thai Student Association,TSA,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298568,The Dean's Council for Inter Club Coordination,DCICC,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298514,The Duckout Organization,DUCKOUT,Independent Student Organization,Inactive,,CSI Registered Student Organizations,
298442,The Green Club,TGC,Hidden,Inactive,,CSI Registered Student Organizations,
359455,The Rad Fat People,TRFP,Independent Student Organization,Frozen,https://www.instagram.com/radfatpeople/,CSI Registered Student Organizations,Academic | Human Rights | Social Justice
298824,The Synapse,UOS,Independent Student Organization,Active,,CSI Registered Student Organizations,
298709,The Thomistic Institute,Thomistic Institute,Hidden,Inactive,,CSI Registered Student Organizations,
330286,Theme Park Club,TPC,Independent Student Organization,Active,https://discord.gg/dms9Ces,CSI Registered Student Organizations,Career Development | Education | Media
298512,Theta Chi,Theta Chi,Default,Active,,Fraternity & Sorority Life,
354682,Thomistic Institute,TI,Independent Student Organization,Active,https://thomisticinstitute.org/campus-chapters/oregon,CSI Registered Student Organizations,Education | Faith Based/Religious/Spritual
367426,Tibetan Student Union,TSU,Independent Student Organization,Active,,CSI Registered Student Organizations,Cultural | Event Programming
298662,Toastmasters UO Chapter,TM,Tier 2 Student Organization,Active,https://uotoast.toastmastersclubs.org/,ASUO Student Organizations,
298836,Transfer Club at the University of Oregon,TC,Independent Student Organization,Active,https://linktr.ee/uotransfers,CSI Registered Student Organizations,
298625,TRIATHLON,TRIATHLON,Default,Active,,Club Sports,
298567,Turning Point USA,TPUSA,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298563,U R Awesome,URA,Hidden,Inactive,,ASUO Student Organizations,
298614,UCC Student Advisory Board,UCC SAB,Closed Branch Organizations,Inactive,,Student Life,
298717,Ukulele Orchestra at University of Oregon,Uke Orchestra at UO,Independent Student Organization,Active,,CSI Registered Student Organizations,
298667,ULTIMATE CLUB-Men's B TEAM,Ultimate (M) B-Team,Hidden,Inactive,,Club Sports,
298636,ULTIMATE-Men's,ULTIMATE (M)- ONEGO,Default,Active,,Club Sports,
298479,ULTIMATE-Women's,ULTIMATE (W) Fugue,Default,Active,,Club Sports,
298498,Unbound Journal,Unbound,Tier 1 Student Organization,Active,http://unboundjournal.wordpress.com,ASUO Student Organizations,
298572,Undergraduate Anthropology Club,UAC,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298740,Undergraduate Research Symposium,URS,Closed Branch Organizations,Inactive,,Student Life,Academic
334711,UNICEF at University of Oregon,UNICEF at UO,Independent Student Organization,Inactive,,CSI Registered Student Organizations,Human Rights | International | Poverty Alleviation | Public Health | Volunteer | Youth and Families
331766,United Nations Association at the University of Oregon,UNA at Oregon,Independent Student Organization,Active,,CSI Registered Student Organizations,Education | Environment | Human Rights | International | Law | Political | Poverty Alleviation | Service | Service Learning | Social Justice | Volunteer
298744,University Film Organization,UFO,Tier 3 Student Organization,Active,,ASUO Student Organizations,
298790,University Housing - Academic Initiatives,UH - AI,Closed Branch Organizations,Active,,Student Life,
304736,University of Oregon ASTA Student Chapter,UOASTA,Department Facilitated,Active,,CSI Registered Student Organizations,Academic | Career Development | Education | Performing
298457,University of Oregon Beyond War Chapter,Beyond War,Tier 1 Student Organization,Active,,ASUO Student Organizations,
298428,University of Oregon Circle K International,UO CKI,Hidden,Inactive,,ASUO Student Organizations,
298548,University of Oregon College Democrats,UO Dems,Tier 2 Student Organization,Active,,ASUO Student Organizations,
298444,University of Oregon College Republicans,UOCR,Tier 2 Student Organization,Active,http://uocollegerepublicans.com,ASUO Student Organizations,
298798,University of Oregon Cybersecurity Club,UOSEC,Tier 2 Student Organization,Active,https://www.uosec.org,ASUO Student Organizations,
298651,University of Oregon Dance Marathon,UODM,Tier 2 Student Organization,Active,https://events.dancemarathon.com/index.cfm?fuseaction=donorDrive.event&eventID=4999,ASUO Student Organizations,
298461,University of Oregon Financial Management Association,UOFMA,Tier 1 Student Organization,Active,https://uofma.uoregon.edu,ASUO Student Organizations,
298891,University of Oregon Fine Arts Society,OFAS,Department Facilitated,Inactive,http://instagram.com/uofineartssociety,CSI Registered Student Organizations,
298849,University of Oregon Folklore Student Association,UOFSA,Hidden,Inactive,,CSI Registered Student Organizations,
302707,University of Oregon Model United Nations,UOMUN,Department Facilitated,Inactive,,CSI Registered Student Organizations,Academic | Cultural | Departmental | Education | Environment | Human Rights | International | Law | Political | Recreational | Social Justice | Student Government
