Organization Id,Organization Name,Short Name,Organization Description,Organization Summary,Organization Type,Status,Website Url,Facebook Url,Instagram Url,Twitter Url,YouTube Channel Url,Parent Organization Name
298629,Sigma Tau Delta,ATP,"<p>Sigma Tau Delta, International English Honor Society, promotes interest in literature and the English language on local campuses and their surrounding communities, fostering this discipline of English in all its aspects, including creative and critical writing. Our desire to establish a distinguished community of scholars of English and related disciplines to support literacy and literature on campus and in the surrounding community motivated us to bring Sigma Tau Delta to the University of Oregon.</p>","Sigma Tau Delta, International English Honor Society, promotes interest in literature and the English language on local campuses and their surrounding communities, fostering this discipline of English in all its aspects, including creative and critical..",Tier 2 Student Organization,Active,http://uosigmataudelta.weebly.com/,,,,,ASUO Student Organizations
298630,Asian Pacific American Law Student Association,APALSA,"<p>The Asian Pacific American Law Student Association (&ldquo;APALSA&rdquo;) is a law student organization that functions as a professional and academic resource for APA students and allies. This group aims to bring attention to APA issues, especially in and to the legal community.&nbsp;</p>","We are a law student group dedicated to bringing attention to Asian Pacific American issues, especially in and to the legal community.",Tier 3 Student Organization,Active,,https://www.facebook.com/UOAPALSA/,https://www.instagram.com/uoapalsa/,,,ASUO Student Organizations
298633,UO Muxeres,Muxeres,"<p>The Muxeres ( formerly known as Mujeres) group was as a sub-group of MEChA, created in 1995, by the female members within the organization to act as a support for Latinas and Chicanx on campus. Muxeres has recently become its own ASUO recognized organization. Part of the ideology of the Muxeres group is to recognize that the Latinx voice is a powerful political voice that has historically resisted the dualistic oppression of racism and sexism through education, unity, and support from community members. The main goal of Muxeres is to create a safe environment for its members to discuss issues that affect Latinx students on campus, within the Chicanx/Latinx community; and on a societal level. The group is facilitated by an elected student coordinator/ Internal Director and is open to all students, as well as community members, staff and faculty.</p>","The Muxeres ( formerly known as Mujeres) group was as a sub-group of MEChA, created in 1995, by the female members within the organization to act as a support for Latinas and Chicanx on campus. Muxeres has recently become its own ASUO recognized organi...",Tier 3 Student Organization,Active,,https://www.facebook.com/uomuxeres/,https://www.instagram.com/uomuxeres/?hl=en,,,ASUO Student Organizations
298634,University of Oregon Undergraduate Law Association,UOULA,"<p><span style=""color: #000000;""><span style=""font-size: medium;"">The Undergraduate Law Association at the University of Oregon is open to all majors who are interested in pursuing knowledge about the legal industry and law school. We will invite a variety of speakers to touch upon all aspects of the field from LSAT prep and law school life, to court cases and the lifestyles of practicing lawyers. The goal of the association is to guide and enrich students as they delve deeper into the field of law.</span></span></p>",The Undergraduate Law Association at the University of Oregon is open to all majors who are interested in pursuing knowledge about the legal industry and law school.,Tier 1 Student Organization,Active,https://www.uoula.org/,,,,,ASUO Student Organizations
298637,Radical Organizing and Activism Resource (ROAR) Center ,ROAR,"<p>The ROAR Center is a resource center for social and environmental activists. Inspired by a student-led class called &ldquo;Can Man Survive?&rdquo; in 1970 (the highest-enrolled class in the history of the University of Oregon) the Survival Center focused on empowering student voices to demand change. Over the course of 40 years, Survival Center has transformed into an entirely student-run organization (members fired the paid staff in the 80s and continue make consensus-based decisions to this day), that organizes events and campaigns covering a large array of issues. While the Survival Center still holds to its environmental roots members and co-directors recognize that the struggle to end the exploitation of our earth is inherently connected to the struggle to liberate ourselves from a system that wants healthy profit rather than healthy people. We are committed to fight against capitalism, imperialism, racism, sexism, homophobia and all forms of greed, ignorance, and domination.</p>","The ROAR Center is resource space where individuals can build community, attend meetings, borrow books from our library, engage in direct actions and campaigns planned for the year, define their radical politics, and get to know other like-minded folks!",Tier 4 Student Organization,Active,,http://facebook.com/Roar.center/,https://instagram.com/roarcenter?utm_medium=copy_link,,,ASUO Student Organizations
298639,Students for Criminal Justice,UO CJN,"<p>The UO Students for Criminal Justice strives to engage people around issues of incarceration and the legal system, as a whole, toward the improvement of our society.</p>","The UO Students for Criminal Justice strives to engage people around issues of incarceration and the legal system, as a whole, toward the improvement of our society.",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
298640,Arab Student Union,ASU,"<p>The Arab Student Union is devoted to sponsoring cultural awareness, competence, and education by spreading the diversity and richness of the cultures, histories, and traditions of the people of the Arab nations. Through social and cultural events, we aim to create a more accurate picture of Arabs, and develop a close-knit community to provide a safe and comfortable environment for Arabs, Arab-Americans, and anyone interested in supporting us. We hope that by bringing people of Arab, as well as non-Arab descent, we can create a family atmosphere where we all can grow in knowledge of each other and ourselves. We encourage to you contact us and offer your ideas about activities, you would like to see, to aid in our mission of a more active, aware, and socially responsible university and community.</p>","The Arab Student Union is devoted to sponsoring cultural awareness, competence, and education by spreading the diversity and richness of the cultures, histories, and traditions of the people of the Arab nations. Through social and cultural events, we a...",Tier 4 Student Organization,Active,,http://facebook.com/uoasuofficial,,http://twitter.com/uoasuofficial,,ASUO Student Organizations
298641,American Marketing Association,AMA,"<p>The UO AMA is a student-run marketing organization that aims to connect students with professional marketers and offer insight into the marketing profession through the avenues of solid leadership, strong communications, real-world marketing experience, and charitable involvement. The American Marketing Association (AMA) is the world&rsquo;s largest and most comprehensive professional society for marketers, with nearly 45,000 members in 100 countries with 250 collegiate chapters. Our chapter offers a combination of campus events, professional guest speakers, and interactive site visits every term. Members also have the chance to gain great camaraderie and strengthen their leadership skills. The UO AMA is open to all students, regardless of major, who are interested in marketing. We&nbsp;meet every other Wednesday (Weeks 3,5,7,9) virtually through Zoom.</p>","The UO AMA is a student-run marketing organization that aims to connect students with professional marketers and offer insight into the marketing profession through the avenues of solid leadership, strong communications, real-world marketing experience.",Tier 3 Student Organization,Active,,,https://www.instagram.com/uoama/?hl=en,,,ASUO Student Organizations
298642,Hong Kong Student Association,HKSA,"<p>Hong Kong Student Association aims to foster closer ties among Hong Kong students and other Cantonese speaking students and to bridge Cantonese culture with the UO community. Established in 1987, HKSA was founded to help students from Hong Kong adjust and acclimate to American culture and educational system. Currently, HKSA strives to provide a space to gather students of different backgrounds with a mutual interest in Hong Kong as a society and culture. HKSA aims to promote cultural understanding of Hong Kong's diversity both to the university and community. We hope to encourage acceptance of cultural diversity and understanding of the beauty each culture offers.</p>","Hong Kong Student Association aims to foster closer ties among Hong Kong students and other Cantonese speaking students and to bridge Cantonese culture with the UO community.Established in 1987, HKSA was founded to help students from Hong Kong adjust a...",Tier 3 Student Organization,Active,https://linktr.ee/uo_hksa,https://www.facebook.com/uo.hksa,https://www.instagram.com/uo_hksa/?hl=en,,,ASUO Student Organizations
298644,UO Social Media Club,UO SMC,"We strive to connect students of all majors to professional opportunities within social media. The first Social Media club was brought back in 2017, to help individuals and organizations explore key issues facing our society as technologies transform the way we connect, communicate, collaborate and relate to each other. Now there are community chapters all across the United States. The Social Media Club enables individuals to explore their personal and professional passions by helping you connect with a community of your peers based on both geography and areas of interest. We are excited to bring the Social Media Club to the University of Oregon.","We strive to connect students of all majors to professional opportunities within social media. The first Social Media club was brought back in 2017, to help individuals and organizations explore key issues facing our society as technologies transform t...",Tier 1 Student Organization,Active,,http://facebook.com/facebook.com/UOSMC/,,http://twitter.com/twitter.com/uo_smc,,ASUO Student Organizations
298645,UO Real Estate Investment Group,UOREIG,"<p><span style=""font-weight: 400;"">The UO Real Estate Investment Group is a niche selection of undergraduate students who learn about the components of real estate investing, pitch real investment properties, and explore different facets of commercial real estate through peer-to-peer teaching, guest speakers, site tours, and case studies.The goal of the Real Estate Investment Club is to facilitate learning about real-world real estate investing skills, to guide students toward the many possible careers in commercial real estate, and to teach various hard and soft skills that are pertinent to anyone in the industry. </span></p>","UOREIG allows students to gain vital skills in Real Estate investment with the purpose of helping members gain networking opportunities, internships and even full-time employment. ",Tier 2 Student Organization,Active,https://blogs.uoregon.edu/realestateinvestmentgroup/,,https://www.instagram.com/uoreig/,,,ASUO Student Organizations
298646,Oregon Life,Oregon Life,"<p>Oregon Life is committed to make Chinese students fit in the new society faster and easier by spreading out valuable information through WeChat social network platforms, website, APP, Facebook, and Oregon Life digital magazines.we believes that we can become the most influential organization to provide the best service to Chinese students.</p>","Oregon Life is committed to make Chinese students fit in the new society faster and easier by spreading out valuable information through WeChat social network platforms, website, APP, Facebook, and Oregon Life digital magazines.we believes that we can ...",Tier 2 Student Organization,Active,,,,,,ASUO Student Organizations
298647,ASUO Constitution Court,Con Court,"<p><strong>Constitution Court</strong> is a five-member body appointed by the Student Body President and confirmed by Student Senate. Associate Justices serve &ldquo;lifetime&rdquo; terms for the duration of their time as UO students. The court has the authority to rule on any rule promulgated under it. This review power covers almost any action by ASUO government bodies, programs, and in special cases such as elections, actions by individual students within Student Organizations. The Court has broad powers to impose sanctions in order to compel compliance with its rulings.&nbsp;</p>\r\n<p>Broadly, the responsibilities of Constitution Court include:</p>\r\n<ul>\r\n<li>Uphold the ASUO Constitution and all related rules and bylaws; and</li>\r\n<li>Ratify rule changes; and</li>\r\n<li>Review appeals of lower courts (e.g. the ASUO Elections Board); and</li>\r\n<li>Apportion academic Senate seats.</li>\r\n</ul>\r\n<p>The composition of Constitution Court is outlined in the ASUO Constitution and the operating rules of the Court can be found in Constitution Court Rules.</p>","ASUO's Judicial Branch, or Constitution Court, is responsible for upholding the rules of the ASUO Constitution and any rules promulgated under it. The Court consists of five students, including two law students, who respond to inquiries and filings.",Student Government ,Active,,,,,,ASUO Student Organizations
298648,Design for America,DFA,"<p>We are a national organization that uses the human centered design thinking process to tackle social issues within our community. DFA is interdisciplinary, meaning anyone can join regardless of their background. Some examples of projects we have worked on in the past include funding for homelessness, safety on campus, reducing waste, saving the bees, etc. We meet every week on campus to research, prototype, and collaborate with community partners to work on solutions for social issues.</p>","We are a national organization that uses the human centered design thinking process to tackle social issues within our community. DFA is interdisciplinary, meaning anyone can join regardless of their background. Some examples of projects we have worked...",Hidden,Inactive,,https://www.facebook.com/UODesignForAmerica/,https://www.instagram.com/uo_dfa/?hl=en,,,ASUO Student Organizations
298649,"American Society of Heating, Refrigerating, and Air Conditioning Engineers",UO ASHRAE,"Formed in 1999, UO ASHRAE is the University of Oregon student chapter of the American Society of Heating, Refrigerating and Air Conditioning Engineers. ASHRAE focuses on enriching the experience of architecture and design students through knowledge of mechanical and environmental control systems in buildings. ASHRAE also works to increase integration of the many disciplines within design, construction, and science.  Members get to talk with professionals and other students, tour campus and community buildings, and see firsthand the inner workings of buildings that keep people comfortable and safe-places you never get a chance to see otherwise!  ASHRAE also provides travel opportunities around the US and hosts events like brewery and restaurant tours, guest speakers, and LEED Green Associates training workshops.","Formed in 1999, UO ASHRAE is the University of Oregon student chapter of the American Society of Heating, Refrigerating and Air Conditioning Engineers. ASHRAE focuses on enriching the experience of architecture and design students through knowledge of ...",Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
298650,Dance Oregon,Dance Oregon,"<p>Dance Oregon is a student run organization funded by the Associated Students of the University of Oregon (ASUO). Dance Oregon works in conjunction with the Dance Department to provide students with creative and artistically meaningful experiences such as workshops, lectures, guest artists, performance and choreography opportunities, and annual participation in the American College Dance Association (ACDA) convention. For information about meetings, please email us!</p>",Dance Oregon works in conjunction with the Dance Department to provide students with creative and artistically meaningful experiences!,Tier 4 Student Organization,Active,,,https://www.instagram.com/dance_oregon/,,,ASUO Student Organizations
298651,University of Oregon Dance Marathon,UODM,"<p>Duck Dance Marathon is a student organization that fundraises throughout the year for our local Children's Miracle Network Hospital - PeaceHealth Sacred Heart Medical Center at RiverBend in Springfield. We plan a variety of small and large events to raise money for the Pediatric and Neonatal Care Units at the Hospital. Our main event, Dance Marathon, brings together our student body and the Miracle Families that have benefitted from our fundraising efforts. Our organization is a great way for students to engage with the community, and raise funds for a cause that matters!</p>",Duck Dance Marathon is a student run organization that fundraises for the Children's Miracle Network Hospital - PeaceHealth Sacred Heart Medical Center at RiverBend in Springfield. We plan a variety of small events leading up to a large event in Spring.,Tier 2 Student Organization,Active,https://events.dancemarathon.com/index.cfm?fuseaction=donorDrive.event&eventID=4999,http://facebook.com/facebook.com/uodancemarathon,https://www.instagram.com/uo_duckdm/,http://twitter.com/twitter.com/UOdancemarathon,,ASUO Student Organizations
298654,University of Oregon Tuba-Euphonium Ensemble,Teuph,"<p>We are a group of students who play tuba and euphonium, and under the guidance of Professor Michael Grose, perform regularly throughout Eugene, Oregon, and the Pacific Northwest. We perform for middle and high schools as out-reach opportunities, regional and national conferences for our musicians to compete in, as well as on campus in quarterly concerts for the general public. Last year, our euphonium quartet was selected to compete in the International Tuba and Euphonium Conference, in Iowa.&nbsp;</p>","We are a group of students who play tuba and euphonium, and under the guidance of Professor Michael Grose, perform throughout Eugene, Oregon, and the Pacific Northwest.  We partake in various performance opportunities, strongly representing the UO.",Tier 2 Student Organization,Active,http://www.tubapeople.com/,https://www.facebook.com/Tuba-People-101455626584061/?fref=ts,,,,ASUO Student Organizations
298656,UO Test,UO Tes,,,Test Pages,Active,,,,,,ASUO Student Organizations
298657,HuaFeng Magazine,HuaFeng,<p>HuaFeng Magazine is a Chinese Cultural Magazine in the University of Oregon. It is a non-profit and non-political independent student journalism. HuaFeng is dedicated to promoting a deeper understanding of the Chinese culture and philosophy and contributing to the interactive culture communication across the ocean. The magazine promotes a greater sense of cultural diversity and acceptance by offering a combination of all languages including Chinese and English articles over a broad range of cultural topics to our readers.</p>,HuaFeng Magazine is a Chinese Cultural Magazine in the Universityof Oregon. It is a non-profit and non-political independent studentjournalism. HuaFeng is dedicated to promoting a deeper understandingof the Chinese culture and philosophy and contributi...,Tier 3 Student Organization,Active,,http://facebook.com/huafengmag,,,,ASUO Student Organizations
298658,International Studies Student Coalition,ISSC,"The ISSC seeks to create an engaging community within the INTL department by connecting INTL students of all levels with each other, faculty, and alumni. We also seek to connect INTL students to career pathways. To that end, we host professional development and social events. ","The ISSC seeks to create an engaging community within the INTL department by connecting INTL students of all levels with each other, faculty, and alumni. We also seek to connect INTL students to career pathways. To that end, we host professional develo...",Hidden,Inactive,,,,,,ASUO Student Organizations
298659,Women in Business,WIB,"<p><span style=""font-weight: 400;"">Through skill-building workshops, professional speakers, and networking events, WIB aims to give women the resources and the opportunities to network successfully in the professional world while building long-lasting, supportive relationships with other UO students. Provoking thought and facilitating intentional exercises in a low risk and supportive environment will help WIB members break boundaries within themselves and the greater business world. </span></p>","WIB aims to give women the resources and opportunities to network successfully in the professional world while building long-lasting, supportive relationships with other UO students.",Tier 3 Student Organization,Active,https://www.uowomeninbusiness.com/,http://facebook.com/uowib,https://www.instagram.com/uowib/?hl=en,,https://www.youtube.com/watch?v=6H5IuyaiOkc&ab_channel=ErinDodson,ASUO Student Organizations
298660,Student Organization Leadership Support ,SOLS,<p>Student Organization Leadership Support team are student employees who work with the ASUO to help student organizations manage and plan their events and provide general training as needed by student organizations. The goal of the organization is to help student organizations manage the complex process of navigating the ASUO and UO policy and procedures.&nbsp;</p>\r\n<p>Current Office Hours:&nbsp;</p>\r\n<p>M : 10:00 AM - 3:00 PM; 3:30 PM - 4:30 PM&nbsp;<br />T : 10:00 AM - 1:30 PM<br />W : 10:00 AM - 3:00 PM<br />TH : 10:00 AM - 11:30 AM<br />F : 10:00 AM - 1:00 PM</p>,Student Organization Leadership Support are student employees who work with the ASUO to help student organizations manage and plan their and provide general training as needed by student organizations. The goal of the organization is to help students.,Student Government ,Active,,,https://www.instagram.com/asuosols/,http://twitter.com/twitter.com/ASUOPEEPs/,https://www.youtube.com/channel/UCJva6fgqFaTnf0IXJaNEjbA?view_as=subscriber,ASUO Student Organizations
298662,Toastmasters UO Chapter,TM,"<p style=""text-align: left;"">We are a Public Speaking Club.</p>\r\n<p style=""text-align: left;"">&nbsp;</p>\r\n<p style=""text-align: left;"">Our mission is to&nbsp;provide a supportive and&nbsp;positive learning experience in which members are empowered&nbsp;to develop communication and leadership skills, resulting in greater self-confidence and personal growth.</p>\r\n<p style=""text-align: left;"">&nbsp;</p>\r\n<p style=""text-align: left;"">Official Website:&nbsp;https://uotoast.toastmastersclubs.org/</p>\r\n<p style=""text-align: left;"">If you never attend a toastmaster meeting, you're welcome to click the link below for more information.</p>\r\n<p style=""text-align: left;""><a href=""https://youtu.be/383gehepo8M"">What is Toastmasters?</a></p>\r\n<p style=""text-align: left;""><a href=""https://youtu.be/4ZnOGoaWOmE"">What is Pathways?</a></p>\r\n<p style=""text-align: left;""><a href=""https://youtu.be/xWbNGWvojlU"">7 Tips for Attending Online Meetings</a></p>\r\n<p style=""text-align: left;""><a href=""https://drive.google.com/file/d/1F5UtJoae9_hnCMyJklVkZKr5tnQE0BI7/view?usp=sharing"">What our club can do for you?</a></p>\r\n<p style=""text-align: left;"">&nbsp;</p>\r\n<p style=""text-align: left;"">Always Welcome:</p>\r\n<p style=""text-align: left;"">Join us in person at 185 Lillis or our Zoom Meeting every Tuesday at 7:00pm:&nbsp;</p>\r\n<p style=""text-align: left;"">https://uoregon.zoom.us/j/95759003956<br /><br />Meeting ID: 957 5900 3956</p>\r\n<p style=""text-align: left;"">We meet every Tuesday from 7:00-8:30 P.M.&nbsp;</p>\r\n<p style=""text-align: left;"">Let's know if you have any questions:)</p>\r\n<p style=""text-align: left;"">uotoastmaster@gmail.com</p>\r\n<p style=""text-align: left;"">(Or leave a message below)</p>","Our mission is to provide a supportive and positive learning experience in which members are empowered to develop communication and leadership skills, resulting in greater self-confidence and personal growth.\r\n",Tier 2 Student Organization,Active,https://uotoast.toastmastersclubs.org/,,,,,ASUO Student Organizations
298665,"Queer, Trans & Intersex Students of Color",QTISOC,"<p>QTISOC creates community for Queer, Trans &amp; Intersex students of color. It is a safe place where students can be supported with their intersectionality.</p>","QTISOC creates community for Queer, Trans & Intersex students of color. It is a place for students who stand on the intersections.",Tier 2 Student Organization,Active,,http://facebook.com/groups/1768807980032631/,https://www.instagram.com/uoqtisoc/,,,ASUO Student Organizations
298666,Accessible Clothing Initiative,ACI,"Our mission is to provide adaptive, sensory-conscious clothing for people who have disabilities to create opportunities for independence in their daily lives, free of cost.  \r\n\r\nWe are partnering with a local nonprofit to connect people who need these clothing modifications with volunteers, like you, who can make it happen. These changes can include modifying  zippers/clasps, making adjustable waistbands, and repairing clothing--you can be innovative in your designs, customizing the clothing.  \r\n\r\nYou can be at the forefront of a movement to help the disability community, where your help and products can be used in the community immediately! If you have sewing skills or are interested in helping, please contact us to make these adaptations functional and comfortable, removing social and financial barriers.","Our mission is to provide adaptive, sensory-conscious clothing for people who have disabilities to create opportunities for independence in their daily lives, free of cost.  We are partnering with a local nonprofit to connect people who need these clot...",Hidden,Inactive,,,,,,ASUO Student Organizations
298669,Oregon Law Review,OLR,"<p>Oregon Law Review was founded in 1921 by the faculty at the University of Oregon School of Law. It is the oldest continuously published law journal in the Pacific Northwest and has been student run since 1967. Originally focused on Oregon law, the breadth of scholarship published by Oregon Law Review has expanded greatly over the years. Contributors to the Review have included scholars, practitioners, judges, and even Justices of the U.S. Supreme Court. With each issue we publish, the Oregon Law Review staff seeks to advance legal scholarship with innovative, top-quality articles. Now in its 100th year, the Review publishes two issues annually. In their first year on the Review, all members serve as Staff Editors. Managing Board members are elected each year by a vote of all members.</p>","Oregon Law Review was founded in 1921 by the faculty at the University of Oregon School of Law. It is the oldest continuously published law journal in the Pacific Northwest and has been student run since 1967.Originally focused on Oregon law, the bread...",Tier 2 Student Organization,Active,https://law.uoregon.edu/life-law/student-organizations-journals/oregon-law-review,https://www.facebook.com/oregonlawreview,,,,ASUO Student Organizations
298673,University of Oregon Pit Crew,Pit Crew,<p>This is the official page for the University of Oregon Pit Crew. The Pit Crew is in charge of the student section fan base at all University of Oregon sporting events.</p>,This is the official page for the University of Oregon Pit Crew. The Pit Crew is in charge of the student and fan base at all University of Oregon sporting events.,Tier 1 Student Organization,Active,https://linktr.ee/oregonpitcrew,https://www.facebook.com/OfficialOregonPitCrew/?ref=page_internal,https://www.instagram.com/oregonpitcrew/,http://twitter.com/@OregonPitCrew,https://www.youtube.com/c/OregonPitCrew/videos,ASUO Student Organizations
298674,Graduate Linguists of Oregon Student Society,GLOSS,"<p>The Graduate Linguists of Oregon Student Society (GLOSS) is a student organization for linguistics students at the University of Oregon. GLOSS provides students and community members with many opportunities for academic, professional, and social development through various activities, such as weekly research colloquia.</p>","The Graduate Linguists of Oregon Student Society (GLOSS) is a student organization for linguistics students at the University of Oregon. GLOSS provides students and community members with many opportunities for academic, professional, and social develop",Tier 3 Student Organization,Active,https://blogs.uoregon.edu/gloss/,,,,https://www.youtube.com/channel/UCuvFzbA-bMDrkyBFpdG_i_w/featured,ASUO Student Organizations
298676,Museum of Natural and Cultural History,MNCH Student Club,"<p>The Museum of Natural and Cultural History (MNCH) Student Club, aka the Sloth Posse, is a hub for students of all majors who are interested in museums, environmental stewardship, science, and fun!</p>\r\n<p>Club members organize campus outreach events, social hours, and more, helping Ducks get inspired about Earth's environments and cultures. As a member, you can:</p>\r\n<ul>\r\n<li>\r\n<p><strong>Learn</strong>&nbsp;about the museum and all it has to offer&nbsp;</p>\r\n</li>\r\n<li>\r\n<p><strong>Help</strong>&nbsp;increase students&rsquo; awareness of the museum and its programs&nbsp;and exhibits</p>\r\n</li>\r\n<li>\r\n<p><strong>Gain</strong>&nbsp;valuable experience in museums, community outreach, event planning, and public relations</p>\r\n</li>\r\n<li>\r\n<p><strong>Participate</strong>&nbsp;in weekly meetups, special events, and exclusive exhibit openings</p>\r\n</li>\r\n<li>\r\n<p><strong>Make</strong>&nbsp;new friends and have fun!</p>\r\n</li>\r\n</ul>\r\n<p>MNCH Student Club formed during fall 2010. Our primary purpose is to provide a direct link between University of Oregon students and MNCH. As such, the MNCH Student Club focus on campus outreach and campus-museum interactions. Operating under established by-laws, the MNCH Student Club meets once per week for one hour to collaborate on projects and provide student input to museum staff.</p>\r\n<p>The MNCH is Oregon's primary repository for anthropological and paleontological collections, housing nearly a million ethnographic and archaeological objects and almost 100,000 fossils and biological specimens from Oregon, the Pacific Northwest, and around the world.</p>","The Museum of Natural and Cultural History (MNCH) Student Club, aka the Sloth Posse, is a hub for students of all majors who are interested in museums, environmental stewardship, science, and fun!",Tier 3 Student Organization,Active,https://mnch.uoregon.edu/learn/mnch-student-club,http://facebook.com/www.facebook.com/mnchambassadors/,https://www.instagram.com/mnchclub/?hl=en,,,ASUO Student Organizations
298677,Delight Ministries,Delight,,,Tier 1 Student Organization,Active,,,,,,ASUO Student Organizations
298683,K.aire,K.aire,"<p>K.Aire is UO's Korean pop dance cover group! We are a diverse group of people who share the same passion for K-Pop. We perform year-round at various events and post covers on Youtube, Instagram, and TikTok (linked below)!</p>\r\n<p>K.Aire is always looking for new members to join us! If you are passionate about K-Pop and are interested in auditioning, here is the audition process:</p>\r\n<p>------------------------------------------------------------------------------------------------------------------</p>\r\n<p><span style=""font-weight: 400;"">Step 1: Contact K.Aire at k.airedance@gmail.com or message us on Instagram at @k.aire to let us know that you are interested and/or to request more info on different positions!</span></p>\r\n<p>&nbsp;</p>\r\n<p><span style=""font-weight: 400;"">Step 2: For dance auditions, please learn an intermediate K-Pop dance choreography routine from the beginning through the first chorus. Not sure what counts as ""intermediate""? You can always reach out to us directly for ideas or to check that the dance you have in mind works!&nbsp;</span></p>\r\n<p>&nbsp;</p>\r\n<p><span style=""font-weight: 400;"">Step 3:&nbsp;</span></p>\r\n<p><span style=""font-weight: 400;"">Option 1: Record a video of yourself doing the dance, upload it onto YouTube (as an unlisted link if you would like to keep it from public eyes), and send the link to us at k.airedance@gmail.com. Or, just send it as a normal video file.&nbsp;</span></p>\r\n<p><span style=""font-weight: 400;"">Option 2: Arrangements for face-to-face auditions can be made instead if preferred. Reach out to us to schedule a date and time!&nbsp;</span></p>\r\n<p>------------------------------------------------------------------------------------------------------------------</p>\r\n<p><span style=""font-weight: 400;"">More information will be requested if you are applying for other positions, such as Media/PR Specialist (hiring Winter 2023). Please email us with any questions! We are happy to give suggestions for choreography routines to learn or tips for what we are looking for in new members!</span></p>\r\n<p><span style=""font-weight: 400;"">Thank you for your interest in K.Aire! We can't wait to bring you fresh and exciting performances!</span></p>\r\n<p>Winter Term 2023 practice: Tuesdays and Fridays 5pm-7pm, location changes frequently.</p>\r\n<p>Winter Term 2023 Open Practices: Rec Center Studio 283, Fridays 3/3, 3/10, 3/17&nbsp;</p>","K.Aire is the University of Oregon's Korean pop dance cover group! We are a diverse group of people who share the same passion for K-Pop. We perform year-round at various events and post covers on Youtube, Instagram, and TikTok! ",Tier 3 Student Organization,Active,https://www.tiktok.com/@k.aire?is_from_webapp=1&sender_device=pc,,https://www.instagram.com/k.aire/,,https://www.youtube.com/channel/UC4niQOGb9Q38i6fdUCoWZUg?view_as=subscriber,ASUO Student Organizations
298685,Warsaw Sports Business Club,WSBC,"<p><span style=""font-weight: 400;"">At the Warsaw Sports Business Club, we are over 200 driven students from 20+ different majors all with the shared goal of changing the world </span><strong>through the power of sport</strong><span style=""font-weight: 400;"">. Our members are committed to making career moves others aren&rsquo;t. </span></p>\r\n<p>&nbsp;</p>\r\n<p><span style=""font-weight: 400;"">Whether the dream is designing footwear for Nike, representing the next MJ, managing your favorite pro team, or launching the next viral marketing campaign, </span><strong>Warsaw is here to push you and prepare you for your big moment.</strong></p>\r\n<p>&nbsp;</p>\r\n<p><span style=""font-weight: 400;"">Our purpose is to encourage you to share your vision&hellip; inspire and challenge you&hellip; help you identify your purpose&hellip; grow your networking skills&hellip; teach you how to flourish in the business world&hellip; by putting you in front of high-powered business folk that will demonstrate how it&rsquo;s done today&hellip; so that you can imagine how it might be done tomorrow&hellip; if you&rsquo;re prepared!</span></p>","At the Warsaw Sports Business Club, we are over 200 driven students from 20+ different majors all with the shared goal of changing the world through the power of sport. Our members are committed to making career moves others aren’t...",Tier 2 Student Organization,Active,https://business.uoregon.edu/centers/warsaw/club,,https://www.instagram.com/uowarsaw/,http://twitter.com/UOWarsawCenter,,ASUO Student Organizations
298686,UO Students for Liberty,UO YAL,"Students For Liberty is a rapidly growing network of pro-liberty students from all over the world. Our mission is to educate, develop, and empower the next generation of leaders of liberty. We are the largest pro-liberty student organization in the world. We accomplish this through a strategy of empowerment, identifying the top student leaders and training them to be agents of change in their communities. What began as a small meeting of young leaders has become an international movement of students with thousands of local student groups and thousands of leaders around the world with operations on every inhabited continent.\r\n\r\nThe University of Oregon Students for Liberty Chapter works in our campus community to spread awareness and understanding of the principles of liberty, the benefits and merits of a free society, and the current impeding need to restore the American government to its limited constitutional roots. \r\n\r\nWe welcome any and all campus community members who are interested in the message we share, in the belief that all persons everywhere have something to benefit from a return to a free society.","Students For Liberty is a rapidly growing network of pro-liberty students from all over the world. Our mission is to educate, develop, and empower the next generation of leaders of liberty. We are the largest pro-liberty student organization in the wor...",Hidden,Inactive,,http://facebook.com/oregonYAL,,http://twitter.com/oregonYAL,,ASUO Student Organizations
298688,Students for Choice,S4C,"<p>Students for Choice is the pro-choice student-led club at the University of Oregon. The mission of Students for Choice is to create a voice and further the movement for reproductive justice on the University of Oregon campus and in the community at large. We seek to represent a diverse, pro-choice student body as a strong and visible force in our community. In addition, we aim to educate students about current political issues that may threaten their right to make personal reproductive decisions, and to offer tools for countering those forces. It is also a critical goal of Students for Choice to provide a wide range of information to students about gender equitable, locally accessible, and affordable reproductive health care resources. And finally, it is our mission to empower all students to make their own reproductive choices.</p>\r\n<p>&nbsp;</p>\r\n<p>MEETINGS EVERY TUESDAY @6pm in the Women's Center (EMU room 12)</p>","Students for Choice is a student group that seeks to:		- Create a voice for every individuals right to reproductive choice.		- Represent a diverse, pro-choice student body as a strong and visible force                                in the community.		...",Tier 3 Student Organization,Active,,http://facebook.com/uostudentsforchoice,https://www.instagram.com/uostudentsforchoice/,http://twitter.com/UOs4choice,,ASUO Student Organizations
